objectid,vilnam_soi,stcode11,dtcode11,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,relocated,t_pop2011,STVIL,LOC_STAT_1,NAME
"410987",Dalgram,"18","300","02008","280498",ASSAM,Kokrajhar,Dhubri (Pt),Dalgram,"280498",,"1106","18280498",Census Village,Dalgram
"410988",Rongkor,"18","759","02087","295760",ASSAM,West Karbi Anglong,Sarupathar,Rongkor,"295760",,"454","18295760",Census Village,Rongkor
"411001",Pub Barpathar,"18","305","02037","285072",ASSAM,Nagaon,Kampur,Pub Barpathar,"285072",,"770","18285072",Census Village,Pub Barpathar
"411005",Dakhin Komorakata No.I,"18","757","02038","285159",ASSAM,Nagaon,Hojai,Dakhin Kumorakata No-1,"285159",,"460","18285159",Census Village,Dakhin Kumorakata No-1
"411007",Rougkoroi,"18","757","02038","295609",ASSAM,Nagaon,Hojai,Rpngkuroi,"295609",,"1691","18295609",Census Village,Rpngkuroi
"411017",Rongjamir,"18","759","02087","295610",ASSAM,West Karbi Anglong,Sarupathar,Rongjamir,"295610",,"371","18295610",Census Village,Rongjamir
"411028",Pathakata Part Ii,"18","302","02013","281767",ASSAM,Goalpara,Lakhipur,Pathakata Pt-II,"281767",,"383","18281767",Census Village,Pathakata Pt-II
"411030",Doloni,"18","759","02087","295614",ASSAM,West Karbi Anglong,Sarupathar,Doloni,"295614",,"514","18295614",Census Village,Doloni
"411034",Baranti Manipari,"18","321","02124","303269",ASSAM,Kamrup,Boko,Baranti Maniari,"303269",,"2587","18303269",Census Village,Baranti Maniari
"411055",Raichanar Char,"18","301","02009","281765",ASSAM,Dhubri,Bilasipara (Pt),Raichander Char,"281765",,"425","18281765",Census Village,Raichander Char
"411060",Hajuar Char Part I,"18","302","02014","282057",ASSAM,Goalpara,Balijana,Hajua Char No-1,"282057",,"319","18282057",Census Village,Hajua Char No-1
"411080",Ramnagar No.1,"18","757","02040","285330",ASSAM,Nagaon,Lanka,Ram Nagar No.1,"285330",,"1717","18285330",Census Village,Ram Nagar No.1
"411082",Bishnupur,"18","757","02038","285168",ASSAM,Nagaon,Hojai,Bishnupur,"285168",,"736","18285168",Census Village,Bishnupur
"411083",Bannyaguri Barjhar,"18","300","02008","280443",ASSAM,Kokrajhar,Dhubri (Pt),Baniyaguri Borjhar,"280443",,"0","18280443",Census Village,Baniyaguri Borjhar
"411125",Kukurmara,"18","321","02119","302723",ASSAM,Kamrup,Hajo,Kukur Mara,"302723",,"2725","18302723",Census Village,Kukur Mara
"411133",Alamganj Part V,"18","301","02005","280917",ASSAM,Dhubri,Bagribari (Pt),Alomganj Pt.V,"280917",,"535","18280917",Census Village,Alomganj Pt.V
"411154",Hemari Bey,"18","314","02088","295922",ASSAM,Karbi Anglong,Donka,Hemari Bey,"295922",,"185","18295922",Census Village,Hemari Bey
"411158",Khena-Alli-Bari,"18","322","02126","303338",ASSAM,Kamrup Metropolitan,North Guwahati (Pt),Khena Alli Bari,"303338",,"1260","18303338",Census Village,Khena Alli Bari
"411159",Jhapskal Part Ii,"18","301","02006","280765",ASSAM,Dhubri,Agamoni,Jhaskal Pt.II,"280765",,"1109","18280765",Census Village,Jhaskal Pt.II
"411167",Madati Paharbasti Part Iv,"18","300","02008","280456",ASSAM,Kokrajhar,Dhubri (Pt),Madatiparabasti Pt.-IV,"280456",,"212","18280456",Census Village,Madatiparabasti Pt.-IV
"411173",Jamhandal,"18","757","02038","285183",ASSAM,Nagaon,Hojai,Jamuhandal,"285183",,"2552","18285183",Census Village,Jamuhandal
"411177",Rampai Kuti Part I,"18","301","02006","280757",ASSAM,Dhubri,Agamoni,Ramraikuti Pt.I,"280757",,"1288","18280757",Census Village,Ramraikuti Pt.I
"411178",Pathakata Part I,"18","302","02013","281769",ASSAM,Goalpara,Lakhipur,Pathakata Pt-I,"281769",,"877","18281769",Census Village,Pathakata Pt-I
"411179",Boyjer Alga Part V,"18","301","02005","281087",ASSAM,Dhubri,Bagribari (Pt),Boyjer Alga Pt.V,"281087",,"1280","18281087",Census Village,Boyjer Alga Pt.V
"411202",Mayarchar Part V,"18","301","02009","281263",ASSAM,Dhubri,Bilasipara (Pt),Mayarchar Pt.V,"281263",,"830","18281263",Census Village,Mayarchar Pt.V
"411210",Atharokothar Jhar Part I,"18","300","02007","280417",ASSAM,Kokrajhar,Golokganj (Pt),Atharokotharjhar Pt.-I,"280417",,"128","18280417",Census Village,Atharokotharjhar Pt.-I
"411215",Lingding,"18","759","02087","295620",ASSAM,West Karbi Anglong,Sarupathar,Ling Ding,"295620",,"600","18295620",Census Village,Ling Ding
"411224",Daria Basti,"18","757","02038","285180",ASSAM,Nagaon,Hojai,Daria Basti,"285180",,"1527","18285180",Census Village,Daria Basti
"411241",Rampai Kuti Part Ii,"18","301","02006","280758",ASSAM,Dhubri,Agamoni,Ramraikuti Pt.II,"280758",,"1866","18280758",Census Village,Ramraikuti Pt.II
"411255",Alamganj Part Viii,"18","301","02005","280915",ASSAM,Dhubri,Bagribari (Pt),Alomganj Pt. VIII,"280915",,"947","18280915",Census Village,Alomganj Pt. VIII
"411260",Bhalukbari Pathar,"18","321","02120","302902",ASSAM,Kamrup,Chhaygaon,Bhaluka Bari,"302902",,"3592","18302902",Census Village,Bhaluka Bari
"411263",Kukurmara,"18","321","02119","302723",ASSAM,Kamrup,Hajo,Kukur Mara,"302723",,"2725","18302723",Census Village,Kukur Mara
"411274",Bagariguri,"18","321","02121","302975",ASSAM,Kamrup,Goroimari,Bagariguri,"302975",,"2164","18302975",Census Village,Bagariguri
"411282",Pakhihaga Part I,"18","300","02008","280490",ASSAM,Kokrajhar,Dhubri (Pt),Pakihaga Pt.-I,"280490",,"268","18280490",Census Village,Pakihaga Pt.-I
"411311",Bamuni,"18","300","02008","280492",ASSAM,Kokrajhar,Dhubri (Pt),Bamuni,"280492",,"5","18280492",Census Village,Bamuni
"411315",Dhantola Rangamati,"18","321","02124","303268",ASSAM,Kamrup,Boko,Dhantula Rangamati,"303268",,"1245","18303268",Census Village,Dhantula Rangamati
"411330",Kharidal N.C.,"18","321","02120","302923",ASSAM,Kamrup,Chhaygaon,Kharidal N.C.,"302923",,"508","18302923",Census Village,Kharidal N.C.
"411341",Alamganj Part Vii,"18","301","02005","280916",ASSAM,Dhubri,Bagribari (Pt),Alomganj Pt. VII,"280916",,"2322","18280916",Census Village,Alomganj Pt. VII
"411346",Dhabargaon,"18","321","02120","302718",ASSAM,Kamrup,Chhaygaon,Dhubar Gaon,"302718",,"2042","18302718",Census Village,Dhubar Gaon
"411349",Haulitari Gaon,"18","321","02120","302981",ASSAM,Kamrup,Chhaygaon,Howli Tari,"302981",,"1910","18302981",Census Village,Howli Tari
"411390",Nalbari,"18","302","02014","281975",ASSAM,Goalpara,Balijana,Nalbari,"281975",,"297","18281975",Census Village,Nalbari
"411408",Laruajan,"18","321","02120","302906",ASSAM,Kamrup,Chhaygaon,Larua Jan,"302906",,"3688","18302906",Census Village,Larua Jan
"411413",Bangalkata,"18","321","02120","302724",ASSAM,Kamrup,Chhaygaon,Bangal Kata,"302724",,"146","18302724",Census Village,Bangal Kata
"411421",Maliata,"18","321","02124","303260",ASSAM,Kamrup,Boko,Maliata,"303260",,"4534","18303260",Census Village,Maliata
"411428",Dukhisukhi Part 1,"18","300","02007","280423",ASSAM,Kokrajhar,Golokganj (Pt),Dukhisukhi Pt.-I,"280423",,"1520","18280423",Census Village,Dukhisukhi Pt.-I
"411442",Pub Nandapur,"18","757","02038","285179",ASSAM,Nagaon,Hojai,Pub - Nandapur,"285179",,"627","18285179",Census Village,Pub - Nandapur
"411460",Pachim Nandapur,"18","757","02038","285177",ASSAM,Nagaon,Hojai,Pachim Nandapur,"285177",,"1223","18285177",Census Village,Pachim Nandapur
"411462",Dendral,"18","322","02129","277540",ASSAM,Kamrup Metropolitan,Dispur,Dendral,"277540",,"57","18277540",Census Village,Dendral
"411474",Pachim Amtala,"18","757","02038","285167",ASSAM,Nagaon,Hojai,Pachim Amtala,"285167",,"1786","18285167",Census Village,Pachim Amtala
"411502",Duramari,"18","321","02121","302972",ASSAM,Kamrup,Goroimari,Duramari,"302972",,"976","18302972",Census Village,Duramari
"411514",Mayarchar Part I,"18","301","02005","281265",ASSAM,Dhubri,Bagribari (Pt),Mayarchar Pt.I,"281265",,"1569","18281265",Census Village,Mayarchar Pt.I
"411548",Madati Paharbasti Part V,"18","300","02008","280457",ASSAM,Kokrajhar,Dhubri (Pt),Madatiparabasti Pt.-V,"280457",,"176","18280457",Census Village,Madatiparabasti Pt.-V
"411571",Tezpur,"18","321","02124","303221",ASSAM,Kamrup,Boko,Tezpur,"303221",,"3910","18303221",Census Village,Tezpur
"411577",Khulia,"18","322","02129","277557",ASSAM,Kamrup Metropolitan,Dispur,Khulia,"277557",,"302","18277557",Census Village,Khulia
"411578",Ghoramara Pathar,"18","321","02120","302907",ASSAM,Kamrup,Chhaygaon,Ghoramara Pathar,"302907",,"2309","18302907",Census Village,Ghoramara Pathar
"411591",Magurpara,"18","321","02124","303262",ASSAM,Kamrup,Boko,Magur Para,"303262",,"1161","18303262",Census Village,Magur Para
"411605",Makeli,"18","321","02119","302720",ASSAM,Kamrup,Hajo,Makeli,"302720",,"1578","18302720",Census Village,Makeli
"411612",Belguri Part I,"18","301","02006","280760",ASSAM,Dhubri,Agamoni,Belguri Pt.I,"280760",,"1690","18280760",Census Village,Belguri Pt.I
"411625",Thailapara Part Ii,"18","302","02013","281924",ASSAM,Goalpara,Lakhipur,Thailapara Pt-II,"281924",,"271","18281924",Census Village,Thailapara Pt-II
"411646",Udaipur,"18","757","02038","285178",ASSAM,Nagaon,Hojai,Udaipur,"285178",,"895","18285178",Census Village,Udaipur
"411650",Dukhisukhi Jhar Part I,"18","300","02007","280422",ASSAM,Kokrajhar,Golokganj (Pt),Dukhisukhijhar Pt.-I,"280422",,"21","18280422",Census Village,Dukhisukhijhar Pt.-I
"411657",Pachim Amtala,"18","757","02038","285167",ASSAM,Nagaon,Hojai,Pachim Amtala,"285167",,"1786","18285167",Census Village,Pachim Amtala
"411668",Amdubi,"18","305","02037","285079",ASSAM,Nagaon,Kampur,Amdubi,"285079",,"1813","18285079",Census Village,Amdubi
"411681",Karebilar Pathar,"18","321","02120","302903",ASSAM,Kamrup,Chhaygaon,Karai Bil,"302903",,"2426","18302903",Census Village,Karai Bil
"411700",Tarigaon,"18","321","02120","302934",ASSAM,Kamrup,Chhaygaon,Tari Gaon,"302934",,"1967","18302934",Census Village,Tari Gaon
"411707",Kakar N.C.,"18","322","02129","303495",ASSAM,Kamrup Metropolitan,Dispur,Kakar N.C.,"303495",,"809","18303495",Census Village,Kakar N.C.
"411709",Dagaon Katahi,"18","321","02119","302721",ASSAM,Kamrup,Hajo,Dagaon Katahi,"302721",,"1781","18302721",Census Village,Dagaon Katahi
"411711",Sadhubhasa Part Iii,"18","301","02005","281072",ASSAM,Dhubri,Bagribari (Pt),Sadhuvasa Pt.III,"281072",,"1036","18281072",Census Village,Sadhuvasa Pt.III
"411713",Kamalar Jhar,"18","300","02007","280815",ASSAM,Kokrajhar,Golokganj (Pt),Kamalarjhar,"280815",,"1598","18280815",Census Village,Kamalarjhar
"411714",Ajarbari (Paschim Angsa),"18","757","02040","285329",ASSAM,Nagaon,Lanka,Ajar Bari,"285329",,"4126","18285329",Census Village,Ajar Bari
"411715",Hajuar Char Part Iii,"18","302","02014","282059",ASSAM,Goalpara,Balijana,Hajua Char No-3,"282059",,"845","18282059",Census Village,Hajua Char No-3
"411724",Bogajamin,"18","759","02087","295306",ASSAM,West Karbi Anglong,Sarupathar,Bogajamin,"295306",,"174","18295306",Census Village,Bogajamin
"411730",Buragaon,"18","757","02040","285326",ASSAM,Nagaon,Lanka,Bura Gaon,"285326",,"2876","18285326",Census Village,Bura Gaon
"411733",Talli Part Ii,"18","301","02006","280755",ASSAM,Dhubri,Agamoni,Tolli Pt.II,"280755",,"1699","18280755",Census Village,Tolli Pt.II
"411741",Amtala,"18","757","02038","285166",ASSAM,Nagaon,Hojai,Amtala,"285166",,"1289","18285166",Census Village,Amtala
"411756",Tingbanglow (Sarthe Engty,"18","314","02088","297901",ASSAM,Karbi Anglong,Donka,Sarthe Engti,"297901",,"65","18297901",Census Village,Sarthe Engti
"411773",Mayarchar Part Vi,"18","301","02009","281091",ASSAM,Dhubri,Bilasipara (Pt),Mayerchar Pt.VI,"281091",,"2262","18281091",Census Village,Mayerchar Pt.VI
"411775",Mayarchar Part Iii,"18","301","02009","281264",ASSAM,Dhubri,Bilasipara (Pt),Mayarchar Pt.III,"281264",,"1132","18281264",Census Village,Mayarchar Pt.III
"411785",Rongpi Gaon,"18","305","02037","295648",ASSAM,Nagaon,Kampur,Rongpi Gaon,"295648",,"201","18295648",Census Village,Rongpi Gaon
"411799",Hatipara,"18","321","02120","302917",ASSAM,Kamrup,Chhaygaon,Hatipara,"302917",,"5584","18302917",Census Village,Hatipara
"411827",Chopikilok,"18","759","02087","295383",ASSAM,West Karbi Anglong,Sarupathar,Chupi-Kelok,"295383",,"313","18295383",Census Village,Chupi-Kelok
"411831",Jangalipara,"18","322","02126","303418",ASSAM,Kamrup Metropolitan,North Guwahati (Pt),Jangaliapara,"303418",,"0","18303418",Census Village,Jangaliapara
"411846",Simalubari,"18","321","02119","302933",ASSAM,Kamrup,Hajo,Simalu Bari,"302933",,"296","18302933",Census Village,Simalu Bari
"411860",Bamuni Pahar,"18","300","02008","280493",ASSAM,Kokrajhar,Dhubri (Pt),Bamnipahar,"280493",,"94","18280493",Census Village,Bamnipahar
"411867",Barabhita,"18","300","02008","280451",ASSAM,Kokrajhar,Dhubri (Pt),Borovita,"280451",,"1118","18280451",Census Village,Borovita
"411914",Fasatpur,"18","301","02005","281063",ASSAM,Dhubri,Bagribari (Pt),Fasat Pur,"281063",,"703","18281063",Census Village,Fasat Pur
"411937",Dakhin Komorakata No.Ii,"18","757","02038","285170",ASSAM,Nagaon,Hojai,Dakhin Kumurakata N0-2,"285170",,"512","18285170",Census Village,Dakhin Kumurakata N0-2
"411939",Bandargog N.C.,"18","322","02129","303494",ASSAM,Kamrup Metropolitan,Dispur,Bandargog N.C.,"303494",,"585","18303494",Census Village,Bandargog N.C.
"411943",Mugasong,"18","757","02038","295597",ASSAM,Nagaon,Hojai,Mugasong,"295597",,"1600","18295597",Census Village,Mugasong
"411959",Deorali,"18","321","02124","303417",ASSAM,Kamrup,Boko,Deurali,"303417",,"135","18303417",Census Village,Deurali
"411965",Rajapani Chanda,"18","321","02124","303317",ASSAM,Kamrup,Boko,Rajapanichanda,"303317",,"555","18303317",Census Village,Rajapanichanda
"411972",Pakhihaga Part Ii,"18","300","02008","280491",ASSAM,Kokrajhar,Dhubri (Pt),Pakhihaga Pt.-II,"280491",,"161","18280491",Census Village,Pakhihaga Pt.-II
"411973",Aggumi,"18","321","02120","302930",ASSAM,Kamrup,Chhaygaon,Aggumi,"302930",,"1815","18302930",Census Village,Aggumi
"412026",Newl Dova,"18","321","02121","302980",ASSAM,Kamrup,Goroimari,Neul Dova,"302980",,"1502","18302980",Census Village,Neul Dova
"412030",Barun Danga,"18","301","02007","280827",ASSAM,Dhubri,Golokganj (Pt),Barundanga Chapar,"280827",,"246","18280827",Census Village,Barundanga Chapar
"412034",Mautapara Paharbasti Part,"18","300","02008","280454",ASSAM,Kokrajhar,Dhubri (Pt),Madatiparabasti Pt.-II,"280454",,"1267","18280454",Census Village,Madatiparabasti Pt.-II
"412038",Ram Teron,"18","314","02088","295924",ASSAM,Karbi Anglong,Donka,Ram Teron,"295924",,"0","18295924",Census Village,Ram Teron
"412042",Sonahara,"18","302","02014","282072",ASSAM,Goalpara,Balijana,Sonahara,"282072",,"939","18282072",Census Village,Sonahara
"412051",Kathar Engti,"18","314","02088","296059",ASSAM,Karbi Anglong,Donka,Kathar Engti,"296059",,"413","18296059",Census Village,Kathar Engti
"412067",Mautapara Paharbasti Part,"18","300","02008","280453",ASSAM,Kokrajhar,Dhubri (Pt),Madatiparabasti Pt.-I,"280453",,"662","18280453",Census Village,Madatiparabasti Pt.-I
"412070",Joysagar,"18","757","02040","285332",ASSAM,Nagaon,Lanka,Jay Sagar,"285332",,"2393","18285332",Census Village,Jay Sagar
"412071",Khring Khring,"18","757","02040","285325",ASSAM,Nagaon,Lanka,Khring Khring,"285325",,"3202","18285325",Census Village,Khring Khring
"412078",Jarapukhuri,"18","757","02040","285359",ASSAM,Nagaon,Lanka,Jura Pukhuri,"285359",,"1581","18285359",Census Village,Jura Pukhuri
"412098",Chayani Maniari,"18","321","02124","303261",ASSAM,Kamrup,Boko,Chayani Moniari,"303261",,"2654","18303261",Census Village,Chayani Moniari
"412099",Dakhin Komorakata No.Iii,"18","757","02038","285169",ASSAM,Nagaon,Hojai,Dakhin Kumurakata,"285169",,"440","18285169",Census Village,Dakhin Kumurakata
"412122",Itakhola,"18","757","02038","285184",ASSAM,Nagaon,Hojai,Itakhola,"285184",,"2360","18285184",Census Village,Itakhola
"412126",Bamuner Alga Part Iv,"18","302","02013","281893",ASSAM,Goalpara,Lakhipur,Bamuner Alga Pt-IV,"281893",,"923","18281893",Census Village,Bamuner Alga Pt-IV
"412136",Pagli Jhora Part I,"18","300","02007","280421",ASSAM,Kokrajhar,Golokganj (Pt),Paglijhorajhar Pt.-I,"280421",,"413","18280421",Census Village,Paglijhorajhar Pt.-I
"412145",Bisandai Part Iii,"18","301","02007","280799",ASSAM,Dhubri,Golokganj (Pt),Bisaindai Pt.III,"280799",,"2518","18280799",Census Village,Bisaindai Pt.III
"412152",Debitola Part Ii,"18","300","02008","280489",ASSAM,Kokrajhar,Dhubri (Pt),Debitola Pt.II,"280489",,"829","18280489",Census Village,Debitola Pt.II
"412166",Debitola Part I,"18","300","02008","280461",ASSAM,Kokrajhar,Dhubri (Pt),Debitola Pt.I,"280461",,"262","18280461",Census Village,Debitola Pt.I
"412186",Fulkakata,"18","301","02009","281768",ASSAM,Dhubri,Bilasipara (Pt),Fulkakata,"281768",,"406","18281768",Census Village,Fulkakata
"412191",Ghoramara,"18","321","02120","302901",ASSAM,Kamrup,Chhaygaon,Ghoramara Gaon,"302901",,"2087","18302901",Census Village,Ghoramara Gaon
"412193",Pabar Chara,"18","301","02006","280756",ASSAM,Dhubri,Agamoni,Paborchara,"280756",,"3382","18280756",Census Village,Paborchara
"412229",Pub Maisa,"18","301","02006","280782",ASSAM,Dhubri,Agamoni,Pub Maisha Char,"280782",,"195","18280782",Census Village,Pub Maisha Char
"412249",Sathi Karpa,"18","321","02124","303256",ASSAM,Kamrup,Boko,Sathikarpa,"303256",,"312","18303256",Census Village,Sathikarpa
"412263",Manjuri Bilar Dhandhunita,"18","321","02120","302912",ASSAM,Kamrup,Chhaygaon,Muhimari,"302912",,"4339","18302912",Census Village,Muhimari
"412265",Rampur Iii,"18","321","02124","303220",ASSAM,Kamrup,Boko,Rampur No.3,"303220",,"3327","18303220",Census Village,Rampur No.3
"412277",Amsolong,"18","759","02087","295849",ASSAM,West Karbi Anglong,Sarupathar,Amsolong R F,"295849",,"0","18295849",Census Village,Amsolong R F
"412282",Rampur Ii,"18","321","02124","303219",ASSAM,Kamrup,Boko,Rampur No.2,"303219",,"7554","18303219",Census Village,Rampur No.2
"412292",Boyjer Alga Part Iii,"18","301","02005","281089",ASSAM,Dhubri,Bagribari (Pt),Boyjer Alga Pt.III,"281089",,"2251","18281089",Census Village,Boyjer Alga Pt.III
"412296",Rampur I,"18","321","02124","303205",ASSAM,Kamrup,Boko,Rampur No.1,"303205",,"402","18303205",Census Village,Rampur No.1
"412306",Tukrapara,"18","321","02120","302909",ASSAM,Kamrup,Chhaygaon,Tukura Para,"302909",,"7166","18302909",Census Village,Tukura Para
"412318",Golaghatia Basti,"18","757","02038","285195",ASSAM,Nagaon,Hojai,Golaghatia Basti (CT),"285195",,"9809","18285195",Census Village,Golaghatia Basti (CT)
"412329",Sajan Para,"18","321","02124","303316",ASSAM,Kamrup,Boko,Sajan Para,"303316",,"452","18303316",Census Village,Sajan Para
"412331",Ballapuri,"18","302","02013","282056",ASSAM,Goalpara,Lakhipur,Bollpuri,"282056",,"18","18282056",Census Village,Bollpuri
"412332",Chayani Rangamati,"18","321","02124","303263",ASSAM,Kamrup,Boko,Chayani Rangamati,"303263",,"1960","18303263",Census Village,Chayani Rangamati
"412347",Rampur,"18","757","02038","285165",ASSAM,Nagaon,Hojai,Rampur,"285165",,"4580","18285165",Census Village,Rampur
"412352",Mayarchar Part Iv,"18","301","02009","281262",ASSAM,Dhubri,Bilasipara (Pt),Mayarchar Pt.IV,"281262",,"948","18281262",Census Village,Mayarchar Pt.IV
"412356",Debattar Khopati Part Iii,"18","300","02008","280460",ASSAM,Kokrajhar,Dhubri (Pt),Deborttor Khopati Pt.-III,"280460",,"550","18280460",Census Village,Deborttor Khopati Pt.-III
"412366",Kalapara,"18","322","02126","303339",ASSAM,Kamrup Metropolitan,North Guwahati (Pt),Kallapara,"303339",,"1554","18303339",Census Village,Kallapara
"412370",Miringku,"18","759","02087","295611",ASSAM,West Karbi Anglong,Sarupathar,Mir-Ingku,"295611",,"138","18295611",Census Village,Mir-Ingku
"412391",Pachim Rangamati Pahar,"18","300","02005","280496",ASSAM,Kokrajhar,Bagribari (Pt),Pachim Rangamati Pahar,"280496",,"550","18280496",Census Village,Pachim Rangamati Pahar
"412408",Kamargaon,"18","322","02126","303276",ASSAM,Kamrup Metropolitan,North Guwahati (Pt),Kamargaon,"303276",,"435","18303276",Census Village,Kamargaon
"412428",Boyjel Alga Part Iv,"18","301","02009","281088",ASSAM,Dhubri,Bilasipara (Pt),Boyjer Alga Pt.IV,"281088",,"1458","18281088",Census Village,Boyjer Alga Pt.IV
"412434",Pachim Maisa Part I,"18","301","02006","280762",ASSAM,Dhubri,Agamoni,Paschim Maisha Pt.I,"280762",,"1414","18280762",Census Village,Paschim Maisha Pt.I
"412445",Sindurai Part Ii,"18","301","02006","280753",ASSAM,Dhubri,Agamoni,Sindurai Pt.II,"280753",,"2888","18280753",Census Village,Sindurai Pt.II
"412473",Rowkhowa Balla Para,"18","302","02013","281917",ASSAM,Goalpara,Lakhipur,Rowkhowa Bolla Puri,"281917",,"132","18281917",Census Village,Rowkhowa Bolla Puri
"412479",Toppara Bhanupara Part Ii,"18","301","02005","281067",ASSAM,Dhubri,Bagribari (Pt),Toppara Jhwpara Pt.II,"281067",,"975","18281067",Census Village,Toppara Jhwpara Pt.II
"412480",Iswar Panga,"18","300","02008","280439",ASSAM,Kokrajhar,Dhubri (Pt),Iswarpanga,"280439",,"74","18280439",Census Village,Iswarpanga
"412481",Kharidal,"18","321","02120","302924",ASSAM,Kamrup,Chhaygaon,Kharidal,"302924",,"906","18302924",Census Village,Kharidal
"412486",Udaipur,"18","757","02038","285178",ASSAM,Nagaon,Hojai,Udaipur,"285178",,"895","18285178",Census Village,Udaipur
"412488",Baranti Rangamati,"18","321","02124","303217",ASSAM,Kamrup,Boko,Barhanti Rangamati,"303217",,"3598","18303217",Census Village,Barhanti Rangamati
"412496",Dalaner Alga Part Ii,"18","301","02005","281062",ASSAM,Dhubri,Bagribari (Pt),Dalaner Alga Pt.II,"281062",,"1995","18281062",Census Village,Dalaner Alga Pt.II
"412501",Ram Harirchar Part Iii,"18","302","02014","282060",ASSAM,Goalpara,Balijana,Ram Hari Char Pt-III,"282060",,"657","18282060",Census Village,Ram Hari Char Pt-III
"412513",Niz Kathmi,"18","321","02121","302970",ASSAM,Kamrup,Goroimari,Niz-Kathami,"302970",,"2454","18302970",Census Village,Niz-Kathami
"412529",Kalbhandari Part Ii,"18","300","02008","280486",ASSAM,Kokrajhar,Dhubri (Pt),Kalbhandri Pt.-II,"280486",,"171","18280486",Census Village,Kalbhandri Pt.-II
"412545",Matikhola,"18","757","02038","285128",ASSAM,Nagaon,Hojai,Matikhola,"285128",,"2520","18285128",Census Village,Matikhola
"412553",Mayarchar Part Ii,"18","301","02009","281261",ASSAM,Dhubri,Bilasipara (Pt),Mayarchar Pt.II,"281261",,"2394","18281261",Census Village,Mayarchar Pt.II
"412565",Rangamati Part Iii,"18","301","02005","281044",ASSAM,Dhubri,Bagribari (Pt),Rangamati Pt.III,"281044",,"533","18281044",Census Village,Rangamati Pt.III
"412573",Dhumgarah,"18","321","02120","302931",ASSAM,Kamrup,Chhaygaon,Dhumgara,"302931",,"1474","18302931",Census Village,Dhumgara
"412579",Sorutari N.C.,"18","322","02129","303473",ASSAM,Kamrup Metropolitan,Dispur,Sarutari N.C.,"303473",,"152","18303473",Census Village,Sarutari N.C.
"412594",Jhapsa Bari Part V,"18","301","02006","280744",ASSAM,Dhubri,Agamoni,Jhapusabari Pt.V,"280744",,"2948","18280744",Census Village,Jhapusabari Pt.V
"412603",Pagli Jhora Part Ii,"18","300","02007","280420",ASSAM,Kokrajhar,Golokganj (Pt),Paglijhorajhar Pt.-II,"280420",,"372","18280420",Census Village,Paglijhorajhar Pt.-II
"412609",Talli Part I,"18","301","02006","280754",ASSAM,Dhubri,Agamoni,Tolli Pt.I,"280754",,"855","18280754",Census Village,Tolli Pt.I
"412616",Lotumari,"18","759","02087","295470",ASSAM,West Karbi Anglong,Sarupathar,Lutumari,"295470",,"379","18295470",Census Village,Lutumari
"412624",Ram Harirchar Part I,"18","302","02014","282051",ASSAM,Goalpara,Balijana,Ramhari Char No-I,"282051",,"1008","18282051",Census Village,Ramhari Char No-I
"412631",Langtuk Terang,"18","314","02088","298194",ASSAM,Karbi Anglong,Donka,Langtuk Terang,"298194",,"212","18298194",Census Village,Langtuk Terang
"412632",Sadhubhasa Part Iv,"18","301","02005","281054",ASSAM,Dhubri,Bagribari (Pt),Sadhuvasa Pt.IV,"281054",,"725","18281054",Census Village,Sadhuvasa Pt.IV
"412664",Rangadakuabari,"18","321","02120","302925",ASSAM,Kamrup,Chhaygaon,Ranga Dakua,"302925",,"453","18302925",Census Village,Ranga Dakua
"412673",Henivi,"18","313","02086","267637",ASSAM,Golaghat,Morangi,Henivi,"267637",,"368","18267637",Census Village,Henivi
"412679",Kawahagi,"18","300","02008","280440",ASSAM,Kokrajhar,Dhubri (Pt),Kawahaga,"280440",,"218","18280440",Census Village,Kawahaga
"412682",Solesala,"18","321","02124","303257",ASSAM,Kamrup,Boko,Salesala,"303257",,"536","18303257",Census Village,Salesala
"412693",Gutipara Part V,"18","301","02005","281086",ASSAM,Dhubri,Bagribari (Pt),Gutipara Pt.V,"281086",,"3214","18281086",Census Village,Gutipara Pt.V
"412697",Singari Basti,"18","757","02038","285162",ASSAM,Nagaon,Hojai,Singari Basti,"285162",,"2311","18285162",Census Village,Singari Basti
"412701",Barkashrang N.C.,"18","322","02129","303497",ASSAM,Kamrup Metropolitan,Dispur,Barkacharang N.C.,"303497",,"678","18303497",Census Village,Barkacharang N.C.
"412741",Jabe,"18","322","02126","303412",ASSAM,Kamrup Metropolitan,North Guwahati (Pt),Jabe,"303412",,"228","18303412",Census Village,Jabe
"412742",Mohgarh,"18","321","02124","302929",ASSAM,Kamrup,Boko,Mohghar,"302929",,"720","18302929",Census Village,Mohghar
"412747",Piazbari Part I,"18","301","02005","281068",ASSAM,Dhubri,Bagribari (Pt),Piasbari Pt.I,"281068",,"908","18281068",Census Village,Piasbari Pt.I
"412763",Uttar Komorakata No.I,"18","757","02038","285158",ASSAM,Nagaon,Hojai,Uttar Kumorakata No-1,"285158",,"612","18285158",Census Village,Uttar Kumorakata No-1
"412782",Barbhitha Kachari Gaon,"18","321","02120","302920",ASSAM,Kamrup,Chhaygaon,Barbhitha,"302920",,"2157","18302920",Census Village,Barbhitha
