objectid,vilnam_soi,stcode11,dtcode11,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,relocated,t_pop2011,STVIL,LOC_STAT_1,NAME
"305931",Hailamcherra North,"18","317","02103","300554",ASSAM,Karimganj,Nilambazar,Hailam Charra,"300554",,"255","18300554",Census Village,Hailam Charra
"305943",Patiala,"18","317","02104","300797",ASSAM,Karimganj,Patharkandi,Patiala (T.S.),"300797",,"2907","18300797",Census Village,Patiala (T.S.)
"306031",Dinanathpur Ii,"18","318","02108","301131",ASSAM,Hailakandi,Lala,Dinanathpur Pt II,"301131",,"762","18301131",Census Village,Dinanathpur Pt II
"306044",Appin Or Latakandi Ii,"18","318","02108","301153",ASSAM,Hailakandi,Lala,Apin Pt II,"301153",,"2543","18301153",Census Village,Apin Pt II
"306201",Khuli Chera Gram,"18","316","02098","299655",ASSAM,Cachar,Udarbond,Khulichara,"299655",,"2850","18299655",Census Village,Khulichara
"306251",Gagenchara Punjee,"18","318","02108","301198",ASSAM,Hailakandi,Lala,Gendacherra,"301198",,"306","18301198",Census Village,Gendacherra
"306271",Rupagram,"18","317","02104","300791",ASSAM,Karimganj,Patharkandi,Rupagram Pt I,"300791",,"2009","18300791",Census Village,Rupagram Pt I
"306339",Pechala,"18","317","02104","300796",ASSAM,Karimganj,Patharkandi,Pechala (T.S.),"300796",,"1327","18300796",Census Village,Pechala (T.S.)
"306347",Rongpur I,"18","318","02108","301154",ASSAM,Hailakandi,Lala,Rongpur Pt I,"301154",,"2368","18301154",Census Village,Rongpur Pt I
"306378",Khuli Chera F.V.,"18","316","02098","299670",ASSAM,Cachar,Udarbond,Khulichora F.V.,"299670",,"1979","18299670",Census Village,Khulichora F.V.
"306585",Jamalpur,"18","316","02098","299656",ASSAM,Cachar,Udarbond,Jamalpur,"299656",,"2543","18299656",Census Village,Jamalpur
"306629",Patiala,"18","317","02104","300802",ASSAM,Karimganj,Patharkandi,Patiala (P.S.),"300802",,"495","18300802",Census Village,Patiala (P.S.)
"306829",Baithakhal T.E.,"18","317","02103","300512",ASSAM,Karimganj,Nilambazar,Baithakhal T.E.,"300512",,"2755","18300512",Census Village,Baithakhal T.E.
"306854",Kacharitol F.V.,"18","318","02108","301193",ASSAM,Hailakandi,Lala,Kachurthal,"301193",,"1212","18301193",Census Village,Kachurthal
"306906",Muliala,"18","317","02104","300776",ASSAM,Karimganj,Patharkandi,Muliala Pt I,"300776",,"949","18300776",Census Village,Muliala Pt I
"306937",Howoithung,"18","316","02098","299645",ASSAM,Cachar,Udarbond,Howaithang,"299645",,"3402","18299645",Census Village,Howaithang
"307012",French Nagar (Khasja Punj,"18","316","02098","299700",ASSAM,Cachar,Udarbond,French Nagar F.V.,"299700",,"450","18299700",Census Village,French Nagar F.V.
"307087",Aradhanpur,"18","316","02098","299648",ASSAM,Cachar,Udarbond,Aradhanpur,"299648",,"864","18299648",Census Village,Aradhanpur
"307122",Hullash Nagar,"18","317","02104","300782",ASSAM,Karimganj,Patharkandi,Hulashnagar  Pt II,"300782",,"1546","18300782",Census Village,Hulashnagar  Pt II
"307187",French Nagar,"18","316","02098","299646",ASSAM,Cachar,Udarbond,Frenchnagar,"299646",,"1870","18299646",Census Village,Frenchnagar
"307238",Durgapur,"18","318","02108","301183",ASSAM,Hailakandi,Lala,Durgapur,"301183",,"213","18301183",Census Village,Durgapur
"307254",Niz-Vernerpur I,"18","318","02107","301114",ASSAM,Hailakandi,Hailakandi,Nizvesnupur Pt I,"301114",,"2687","18301114",Census Village,Nizvesnupur Pt I
"307303",Hullash Nagar,"18","317","02104","300793",ASSAM,Karimganj,Patharkandi,Hulashnagar Pt I,"300793",,"593","18300793",Census Village,Hulashnagar Pt I
"307313",Narainpur,"18","316","02098","299660",ASSAM,Cachar,Udarbond,Narayanpur,"299660",,"2063","18299660",Census Village,Narayanpur
"307327",Raj Gobindapur,"18","316","02098","299649",ASSAM,Cachar,Udarbond,Rajgobindapur,"299649",,"1312","18299649",Census Village,Rajgobindapur
"307336",Bishnupur F.V.,"18","316","02098","299680",ASSAM,Cachar,Udarbond,Bishnupur F.V.,"299680",,"415","18299680",Census Village,Bishnupur F.V.
"307351",Amarkhal,"18","317","02104","300784",ASSAM,Karimganj,Patharkandi,Amarkhal,"300784",,"1089","18300784",Census Village,Amarkhal
"307407",Puthini T.E.,"18","317","02103","300522",ASSAM,Karimganj,Nilambazar,Putni T.E.,"300522",,"3333","18300522",Census Village,Putni T.E.
"307424",Abdullapur Ii,"18","318","02107","301115",ASSAM,Hailakandi,Hailakandi,Abdullapur  Pt II,"301115",,"1657","18301115",Census Village,Abdullapur  Pt II
"307477",Shamachararpur,"18","316","02098","299657",ASSAM,Cachar,Udarbond,Shymacharanpur,"299657",,"2001","18299657",Census Village,Shymacharanpur
"307489",Andurpar,"18","317","02104","300756",ASSAM,Karimganj,Patharkandi,Andurpar,"300756",,"625","18300756",Census Village,Andurpar
"307513",Lailapur,"18","316","02098","299708",ASSAM,Cachar,Udarbond,Lailapur,"299708",,"885","18299708",Census Village,Lailapur
"307552",Chandighat,"18","316","02098","299647",ASSAM,Cachar,Udarbond,Channighat,"299647",,"3604","18299647",Census Village,Channighat
"307594",Katabari,"18","317","02103","300500",ASSAM,Karimganj,Nilambazar,Katabari,"300500",,"482","18300500",Census Village,Katabari
"307638",Bidya Ratanpur,"18","316","02098","299659",ASSAM,Cachar,Udarbond,Bidyaratanpur,"299659",,"2230","18299659",Census Village,Bidyaratanpur
"307646",Kalinagar T.E.,"18","317","02104","300740",ASSAM,Karimganj,Patharkandi,Kalinagar Pt III,"300740",,"534","18300740",Census Village,Kalinagar Pt III
"307696",Kachukauri,"18","317","02104","300768",ASSAM,Karimganj,Patharkandi,Kachu Khouri,"300768",,"1805","18300768",Census Village,Kachu Khouri
"307708",Radhanagar,"18","317","02104","300737",ASSAM,Karimganj,Patharkandi,Radhanagar,"300737",,"819","18300737",Census Village,Radhanagar
"307797",Beratuk,"18","317","02104","300771",ASSAM,Karimganj,Patharkandi,Beratuk,"300771",,"933","18300771",Census Village,Beratuk
"307822",Akaidum,"18","317","02103","300523",ASSAM,Karimganj,Nilambazar,Akaidum,"300523",,"9","18300523",Census Village,Akaidum
"307825",Niz-Vernerpur Ii,"18","318","02107","301110",ASSAM,Hailakandi,Hailakandi,Nizvesnupur Pt II,"301110",,"1761","18301110",Census Village,Nizvesnupur Pt II
"307890",Chandkhira T.E.,"18","317","02103","300511",ASSAM,Karimganj,Nilambazar,Chandkhira T.E.,"300511",,"3446","18300511",Census Village,Chandkhira T.E.
"307971",Maligaon,"18","317","02103","300493",ASSAM,Karimganj,Nilambazar,Maligaon,"300493",,"2030","18300493",Census Village,Maligaon
"308045",Bishnupur,"18","316","02098","299654",ASSAM,Cachar,Udarbond,Bishnupur,"299654",,"1243","18299654",Census Village,Bishnupur
"308067",Sarbanandapur,"18","318","02107","301108",ASSAM,Hailakandi,Hailakandi,Sarbanandapur,"301108",,"1134","18301108",Census Village,Sarbanandapur
"308093",Abdullapur I,"18","318","02107","301107",ASSAM,Hailakandi,Hailakandi,Abdullapur Pt I,"301107",,"1010","18301107",Census Village,Abdullapur Pt I
"308141",Madanpur,"18","317","02104","300755",ASSAM,Karimganj,Patharkandi,Madanpur,"300755",,"1760","18300755",Census Village,Madanpur
"308180",Anandakhal F.V.,"18","316","02098","299685",ASSAM,Cachar,Udarbond,Anandakhal F.V.,"299685",,"762","18299685",Census Village,Anandakhal F.V.
"308213",Tangibari,"18","317","02104","300761",ASSAM,Karimganj,Patharkandi,Tangibari Pt V,"300761",,"799","18300761",Census Village,Tangibari Pt V
"308225",Sarashpur,"18","316","02098","299650",ASSAM,Cachar,Udarbond,Saraspur,"299650",,"386","18299650",Census Village,Saraspur
"308234",Bishnupur,"18","318","02107","301109",ASSAM,Hailakandi,Hailakandi,Bishnupur,"301109",,"622","18301109",Census Village,Bishnupur
"308244",Raj Nagar,"18","316","02098","299658",ASSAM,Cachar,Udarbond,Rajnagar,"299658",,"2574","18299658",Census Village,Rajnagar
"308251",Chekarchana F.V.,"18","316","02098","299684",ASSAM,Cachar,Udarbond,Chekavcham F.V.,"299684",,"442","18299684",Census Village,Chekavcham F.V.
"308264",Chagikhauri,"18","317","02104","300765",ASSAM,Karimganj,Patharkandi,Chagi Khouri,"300765",,"897","18300765",Census Village,Chagi Khouri
"308273",Rajghat,"18","316","02098","299642",ASSAM,Cachar,Udarbond,Rajghat,"299642",,"4709","18299642",Census Village,Rajghat
"308317",Bishnupur,"18","318","02107","301109",ASSAM,Hailakandi,Hailakandi,Bishnupur,"301109",,"622","18301109",Census Village,Bishnupur
"308328",Pailamuli,"18","317","02103","300492",ASSAM,Karimganj,Nilambazar,Pailamuli,"300492",,"2027","18300492",Census Village,Pailamuli
"308332",Methnathal F.V.,"18","316","02098","299683",ASSAM,Cachar,Udarbond,Metnathal F.V.,"299683",,"585","18299683",Census Village,Metnathal F.V.
"308359",Jamirala,"18","317","02103","300480",ASSAM,Karimganj,Nilambazar,Jamirala,"300480",,"2528","18300480",Census Village,Jamirala
"308395",Chanala,"18","317","02104","300731",ASSAM,Karimganj,Patharkandi,Chanala,"300731",,"690","18300731",Census Village,Chanala
"308413",Mathurapur,"18","316","02098","299653",ASSAM,Cachar,Udarbond,Mathurapur,"299653",,"1866","18299653",Census Village,Mathurapur
"308443",Tangibari,"18","317","02104","300760",ASSAM,Karimganj,Patharkandi,Tangibari Pt IV,"300760",,"1374","18300760",Census Village,Tangibari Pt IV
"308449",Dullavpur,"18","317","02104","300754",ASSAM,Karimganj,Patharkandi,Dullavpur,"300754",,"783","18300754",Census Village,Dullavpur
"308585",Radha Nagar F.V.,"18","316","02098","299678",ASSAM,Cachar,Udarbond,Radhanagar F.V.,"299678",,"269","18299678",Census Village,Radhanagar F.V.
"308595",Latamukh T.E.,"18","318","02107","301112",ASSAM,Hailakandi,Hailakandi,Lalamukh Grant,"301112",,"5838","18301112",Census Village,Lalamukh Grant
"308614",Harinagar,"18","317","02104","300785",ASSAM,Karimganj,Patharkandi,Harinagar Pt I,"300785",,"512","18300785",Census Village,Harinagar Pt I
"308616",Khaspur,"18","316","02098","299651",ASSAM,Cachar,Udarbond,Khashpur,"299651",,"1240","18299651",Census Village,Khashpur
"308698",Bangram,"18","316","02098","299641",ASSAM,Cachar,Udarbond,Bangram,"299641",,"3294","18299641",Census Village,Bangram
"308707",Nalibari,"18","317","02103","300491",ASSAM,Karimganj,Nilambazar,Nalibari,"300491",,"1138","18300491",Census Village,Nalibari
"308747",Sripur,"18","317","02103","300466",ASSAM,Karimganj,Nilambazar,Sripur,"300466",,"1747","18300466",Census Village,Sripur
"308774",Lala I,"18","318","02107","301089",ASSAM,Hailakandi,Hailakandi,Lala Pt I,"301089",,"1098","18301089",Census Village,Lala Pt I
"308782",Ram Krishna Nagar,"18","317","02104","300739",ASSAM,Karimganj,Patharkandi,Ramkrishnanagar Pt I,"300739",,"1411","18300739",Census Village,Ramkrishnanagar Pt I
"308788",Joydhanpur,"18","316","02098","299643",ASSAM,Cachar,Udarbond,Joydhanpur,"299643",,"2477","18299643",Census Village,Joydhanpur
"308794",Singaria,"18","317","02103","300482",ASSAM,Karimganj,Nilambazar,Singhariah,"300482",,"1060","18300482",Census Village,Singhariah
"308830",Lala I,"18","318","02107","301089",ASSAM,Hailakandi,Hailakandi,Lala Pt I,"301089",,"1098","18301089",Census Village,Lala Pt I
"308839",Tangibari,"18","317","02104","300759",ASSAM,Karimganj,Patharkandi,Tangibari Pt II,"300759",,"1015","18300759",Census Village,Tangibari Pt II
"308910",Jorkhal F.V.,"18","316","02098","299693",ASSAM,Cachar,Udarbond,Jamirkhal F.V.,"299693",,"312","18299693",Census Village,Jamirkhal F.V.
"308919",Eraligool,"18","317","02104","300622",ASSAM,Karimganj,Patharkandi,Eraligool Pt II,"300622",,"1636","18300622",Census Village,Eraligool Pt II
"308946",Longai T.E.,"18","317","02103","300506",ASSAM,Karimganj,Nilambazar,Longai T.E.,"300506",,"2394","18300506",Census Village,Longai T.E.
"309075",Uttar Josnabad I,"18","318","02107","301111",ASSAM,Hailakandi,Hailakandi,Uttarjasnabad Pt I,"301111",,"2361","18301111",Census Village,Uttarjasnabad Pt I
"309106",Anandakhal,"18","316","02098","299610",ASSAM,Cachar,Udarbond,Anandakhal,"299610",,"1077","18299610",Census Village,Anandakhal
"309118",Kalapani,"18","317","02104","300722",ASSAM,Karimganj,Patharkandi,Kalapani,"300722",,"278","18300722",Census Village,Kalapani
"309223",Champabari T.E.,"18","317","02103","300508",ASSAM,Karimganj,Nilambazar,Champabari Grant,"300508",,"236","18300508",Census Village,Champabari Grant
"309257",Tilanagar,"18","316","02098","299631",ASSAM,Cachar,Udarbond,Tilanagar,"299631",,"833","18299631",Census Village,Tilanagar
"309385",Jibangram,"18","316","02098","299630",ASSAM,Cachar,Udarbond,Jibangram,"299630",,"1431","18299630",Census Village,Jibangram
"309408",Balirbond,"18","317","02104","300631",ASSAM,Karimganj,Patharkandi,Balirbond Pt I,"300631",,"853","18300631",Census Village,Balirbond Pt I
"309447",Unamgaon,"18","317","02103","300481",ASSAM,Karimganj,Nilambazar,Unamgaon,"300481",,"1575","18300481",Census Village,Unamgaon
"309448",Umednagar,"18","318","02107","301088",ASSAM,Hailakandi,Hailakandi,Umednagar,"301088",,"859","18301088",Census Village,Umednagar
"309459",Loknathpur,"18","316","02098","299639",ASSAM,Cachar,Udarbond,Loknathpur,"299639",,"2241","18299639",Census Village,Loknathpur
"309475",Ratabari,"18","317","02104","300749",ASSAM,Karimganj,Patharkandi,Ratabari Pt I,"300749",,"1505","18300749",Census Village,Ratabari Pt I
"309494",Chandrapur Ii,"18","318","02107","301075",ASSAM,Hailakandi,Hailakandi,Chandrapur Pt II,"301075",,"1823","18301075",Census Village,Chandrapur Pt II
"309498",Singlar Par,"18","317","02104","300704",ASSAM,Karimganj,Patharkandi,Singlarpar,"300704",,"774","18300704",Census Village,Singlarpar
"309528",Bhahanipur,"18","318","02107","301073",ASSAM,Hailakandi,Hailakandi,Bhabanipur,"301073",,"1371","18301073",Census Village,Bhabanipur
"309548",Uttar Josnabad Ii,"18","318","02107","301087",ASSAM,Hailakandi,Hailakandi,Uttarjashabad Pt II,"301087",,"1384","18301087",Census Village,Uttarjashabad Pt II
"309553",Gulakandi,"18","317","02104","300746",ASSAM,Karimganj,Patharkandi,Gulal Kandi,"300746",,"2464","18300746",Census Village,Gulal Kandi
"309562",Lakshminagar,"18","317","02104","300741",ASSAM,Karimganj,Patharkandi,Lakshminagar,"300741",,"505","18300741",Census Village,Lakshminagar
"309600",Smith Nagar I F.V.,"18","316","02098","299666",ASSAM,Cachar,Udarbond,Smitnagar F.V.,"299666",,"802","18299666",Census Village,Smitnagar F.V.
"309619",Behul,"18","318","02107","301072",ASSAM,Hailakandi,Hailakandi,Behul,"301072",,"1086","18301072",Census Village,Behul
"309643",Chandrapur I,"18","318","02107","301076",ASSAM,Hailakandi,Hailakandi,Chandrapur Pt I,"301076",,"2608","18301076",Census Village,Chandrapur Pt I
"309657",Adamtilla T.E.,"18","317","02103","300504",ASSAM,Karimganj,Nilambazar,Adamtilla T.E.,"300504",,"2619","18300504",Census Village,Adamtilla T.E.
"309664",Kalinagar,"18","317","02104","300726",ASSAM,Karimganj,Patharkandi,Kalinagar Pt II,"300726",,"780","18300726",Census Village,Kalinagar Pt II
"309693",Behul,"18","318","02107","301072",ASSAM,Hailakandi,Hailakandi,Behul,"301072",,"1086","18301072",Census Village,Behul
"309696",Chandrey,"18","317","02104","300717",ASSAM,Karimganj,Patharkandi,Chandroy,"300717",,"296","18300717",Census Village,Chandroy
"309801",Chandkhani,"18","317","02104","300718",ASSAM,Karimganj,Patharkandi,Chand Khani,"300718",,"1585","18300718",Census Village,Chand Khani
"309831",Islamabad,"18","316","02098","299640",ASSAM,Cachar,Udarbond,Islamabad,"299640",,"3739","18299640",Census Village,Islamabad
"309916",Kurikhala,"18","317","02104","300705",ASSAM,Karimganj,Patharkandi,Kurikala,"300705",,"1874","18300705",Census Village,Kurikala
"309928",Duhalia Block No.III,"18","317","02103","300431",ASSAM,Karimganj,Nilambazar,Duhalia Pt III,"300431",,"1248","18300431",Census Village,Duhalia Pt III
"309934",Tupidhar Ii,"18","316","02098","299601",ASSAM,Cachar,Udarbond,Tupidahar Pt II,"299601",,"218","18299601",Census Village,Tupidahar Pt II
"309951",Noagaon F.V.,"18","316","02096","299373",ASSAM,Cachar,Katigora,Nuwagang F.V.,"299373",,"3738","18299373",Census Village,Nuwagang F.V.
"309967",Bilbari,"18","317","02103","300479",ASSAM,Karimganj,Nilambazar,Bilbari T.S.,"300479",,"431","18300479",Census Village,Bilbari T.S.
"309972",Rajeswarpur Viii,"18","318","02107","301086",ASSAM,Hailakandi,Hailakandi,Rajyeswarpur Pt VIII,"301086",,"2040","18301086",Census Village,Rajyeswarpur Pt VIII
"310004",Pratap Pur F.V.,"18","316","02096","299375",ASSAM,Cachar,Katigora,Pratappur F.V.,"299375",,"2107","18299375",Census Village,Pratappur F.V.
"310005",Duhalia Block No.IV,"18","317","02103","300428",ASSAM,Karimganj,Nilambazar,Duhalia Pt IV,"300428",,"2254","18300428",Census Village,Duhalia Pt IV
"310050",Sapatgram,"18","316","02098","299638",ASSAM,Cachar,Udarbond,Saptagram,"299638",,"3795","18299638",Census Village,Saptagram
"310053",Saijanagar,"18","317","02104","300715",ASSAM,Karimganj,Patharkandi,Saizanagar Pt I,"300715",,"1061","18300715",Census Village,Saizanagar Pt I
"310059",Rajargaon,"18","317","02103","300470",ASSAM,Karimganj,Nilambazar,Rajar Gaon,"300470",,"2608","18300470",Census Village,Rajar Gaon
"310111",Purba-Kittarbond Ii,"18","318","02107","301070",ASSAM,Hailakandi,Hailakandi,Purbo Kitterbond Pt II,"301070",,"1293","18301070",Census Village,Purbo Kitterbond Pt II
"310185",Aeinakhal Basti,"18","318","02107","301071",ASSAM,Hailakandi,Hailakandi,Aynakhal,"301071",,"3058","18301071",Census Village,Aynakhal
"310207",Nalerpar,"18","317","02104","300721",ASSAM,Karimganj,Patharkandi,Nalarpar,"300721",,"750","18300721",Census Village,Nalarpar
"310223",Aeinakhal Basti,"18","318","02107","301071",ASSAM,Hailakandi,Hailakandi,Aynakhal,"301071",,"3058","18301071",Census Village,Aynakhal
"310260",Rajbari,"18","317","02103","300459",ASSAM,Karimganj,Nilambazar,Rajbari,"300459",,"1447","18300459",Census Village,Rajbari
"310279",Rajeswarpur Iii,"18","318","02107","301069",ASSAM,Hailakandi,Hailakandi,Rajyeswarpur Pt III,"301069",,"2350","18301069",Census Village,Rajyeswarpur Pt III
"310326",Thengargool,"18","317","02104","300719",ASSAM,Karimganj,Patharkandi,Thengargul,"300719",,"880","18300719",Census Village,Thengargul
"310374",Purba-Kittarbond I,"18","318","02107","301062",ASSAM,Hailakandi,Hailakandi,Purbo Kitterbond Pt I,"301062",,"1285","18301062",Census Village,Purbo Kitterbond Pt I
"310384",Rajeswarpur Ix,"18","318","02107","301085",ASSAM,Hailakandi,Hailakandi,Rajyeswarpur Pt IX,"301085",,"370","18301085",Census Village,Rajyeswarpur Pt IX
"310404",Noxatilla F.V.,"18","316","02096","299374",ASSAM,Cachar,Katigora,Nokafella F.V.,"299374",,"981","18299374",Census Village,Nokafella F.V.
"310415",Bhubankhal,"18","316","02098","299570",ASSAM,Cachar,Udarbond,Bhubankhal,"299570",,"63","18299570",Census Village,Bhubankhal
"310428",Arjanpur,"18","316","02098","299637",ASSAM,Cachar,Udarbond,Arjanpur,"299637",,"779","18299637",Census Village,Arjanpur
"310440",Gojardingi,"18","317","02104","300703",ASSAM,Karimganj,Patharkandi,Gazardingi,"300703",,"655","18300703",Census Village,Gazardingi
"310452",Pachim Kittarbond Ii,"18","318","02107","301058",ASSAM,Hailakandi,Hailakandi,Paschim Kitterbond Pt II,"301058",,"1942","18301058",Census Village,Paschim Kitterbond Pt II
"310458",Kalinagar,"18","317","02104","300725",ASSAM,Karimganj,Patharkandi,Kalinagar Pt I,"300725",,"1518","18300725",Census Village,Kalinagar Pt I
"310486",Bazarghat,"18","317","02104","300701",ASSAM,Karimganj,Patharkandi,Bazarghat Pt I,"300701",,"2173","18300701",Census Village,Bazarghat Pt I
"310500",Gaglachera Grant,"18","318","02107","301084",ASSAM,Hailakandi,Hailakandi,Gaglachera Grant,"301084",,"4443","18301084",Census Village,Gaglachera Grant
"310562",Tangibari,"18","317","02104","300758",ASSAM,Karimganj,Patharkandi,Tangibari Pt I,"300758",,"45","18300758",Census Village,Tangibari Pt I
