,state,district,stcode11,dtcode11,blkcode11,block_name,block_lgd,FID,dist_lgd,state_lgd,st_area_sh,st_length_,objectid,vilnam_soi,stcode11_2,dtcode11_2,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,t_pop2011,STVIL,LOC_STAT_1,NAME,state_name,state_code,dist_name,dist_code,sub_name,sub_code,vill_name,vill_code,reg_count,full_pay_count,part_pay_count,no_pay_count,extra_pay_count,no_install_paid,amound_paid,no_install_due,amount_due
6944,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,319724.0,Eraligool,18.0,317.0,2102.0,300380.0,ASSAM,Karimganj,Badarpur,Eraligool Pt I,300380.0,2428.0,18300380.0,Census Village,Eraligool Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Eraligool Pt I - (300380),300380,82.0,70.0,12.0,0.0,0.0,502.0,1004000,538.0,1076000
6945,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320114.0,Loharpara,18.0,317.0,2102.0,300273.0,ASSAM,Karimganj,Badarpur,Loharpara Pt III,300273.0,2845.0,18300273.0,Census Village,Loharpara Pt III,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Loharpara Pt III - (300273),300273,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6946,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320283.0,Kunabazargool,18.0,317.0,2102.0,300334.0,ASSAM,Karimganj,Badarpur,Konabagargool  Pt I,300334.0,3071.0,18300334.0,Census Village,Konabagargool  Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Konabagargool Pt I - (300334),300334,1.0,1.0,0.0,0.0,0.0,7.0,14000,7.0,14000
6947,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320333.0,Chandrapur,18.0,317.0,2102.0,300333.0,ASSAM,Karimganj,Badarpur,Chandrapur,300333.0,1866.0,18300333.0,Census Village,Chandrapur,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Chandrapur - (300333),300333,87.0,87.0,0.0,0.0,0.0,609.0,1218000,609.0,1218000
6948,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320552.0,Barabari,18.0,317.0,2102.0,300137.0,ASSAM,Karimganj,Badarpur,Barbari,300137.0,4.0,18300137.0,Census Village,Barbari,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Barbari - (300137),300137,133.0,126.0,7.0,0.0,0.0,906.0,1812000,928.0,1856000
6949,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320567.0,Loharpara,18.0,317.0,2102.0,300272.0,ASSAM,Karimganj,Badarpur,Loharpara Pt II,300272.0,2789.0,18300272.0,Census Village,Loharpara Pt II,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Loharpara Pt II - (300272),300272,1.0,1.0,0.0,0.0,0.0,7.0,14000,7.0,14000
6950,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,320887.0,Khagail,18.0,317.0,2102.0,300328.0,ASSAM,Karimganj,Badarpur,Khagail,300328.0,1114.0,18300328.0,Census Village,Khagail,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Khagail - (300328),300328,112.0,99.0,13.0,0.0,0.0,743.0,1486000,782.0,1564000
6951,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321158.0,Bahadurpur,18.0,317.0,2102.0,300392.0,ASSAM,Karimganj,Badarpur,Bahadurpur,300392.0,1698.0,18300392.0,Census Village,Bahadurpur,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Bahadurpur - (300392),300392,16.0,13.0,3.0,0.0,0.0,106.0,212000,112.0,224000
6952,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321185.0,Barthalpunjee,18.0,317.0,2102.0,300226.0,ASSAM,Karimganj,Badarpur,Barthal Pt I,300226.0,569.0,18300226.0,Census Village,Barthal Pt I,ASSAM,18,KARIMGANJ,293,Badarpur,2102,Barthal Pt I - (300226),300226,111.0,95.0,15.0,1.0,0.0,721.0,1442000,778.0,1556000
6953,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321250.0,Adorkunapunjee,18.0,317.0,2102.0,300228.0,ASSAM,Karimganj,Badarpur,Adarkona Pt II,300228.0,239.0,18300228.0,Census Village,Adarkona Pt II,ASSAM,18,KARIMGANJ,293,Badarpur,2102,Adarkona Pt II - (300228),300228,2.0,1.0,1.0,0.0,0.0,5.0,10000,8.0,16000
6954,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321326.0,Routhgram,18.0,317.0,2102.0,300292.0,ASSAM,Karimganj,Badarpur,Rauthgram Pt III,300292.0,1052.0,18300292.0,Census Village,Rauthgram Pt III,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Rauthgram Pt III - (300292),300292,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6955,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321352.0,Mouzkarni,18.0,317.0,2102.0,300325.0,ASSAM,Karimganj,Badarpur,Mauzkuri Pt II,300325.0,1180.0,18300325.0,Census Village,Mauzkuri Pt II,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Mauzkuri Pt II - (300325),300325,2.0,0.0,2.0,0.0,0.0,8.0,16000,14.0,28000
6956,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321431.0,Mugrapur,18.0,317.0,2102.0,300188.0,ASSAM,Karimganj,Badarpur,Mugrapur,300188.0,1323.0,18300188.0,Census Village,Mugrapur,ASSAM,18,KARIMGANJ,293,Badarpur,2102,Mugrapur - (300188),300188,62.0,43.0,19.0,0.0,0.0,373.0,746000,431.0,862000
6957,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321449.0,Chandi Das,18.0,317.0,2102.0,300326.0,ASSAM,Karimganj,Badarpur,Chandidas,300326.0,200.0,18300326.0,Census Village,Chandidas,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Chandidas - (300326),300326,7.0,4.0,3.0,0.0,0.0,47.0,94000,56.0,112000
6958,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321495.0,Mouzkarni,18.0,317.0,2102.0,300324.0,ASSAM,Karimganj,Badarpur,Mauzkuri Pt I,300324.0,1273.0,18300324.0,Census Village,Mauzkuri Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Mauzkuri Pt I - (300324),300324,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6959,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321512.0,Chaikut,18.0,317.0,2102.0,300301.0,ASSAM,Karimganj,Badarpur,Chaykut,300301.0,822.0,18300301.0,Census Village,Chaykut,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Chaykut - (300301),300301,11.0,7.0,4.0,0.0,0.0,76.0,152000,88.0,176000
6960,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321676.0,Berajal,18.0,317.0,2102.0,300275.0,ASSAM,Karimganj,Badarpur,Berajal,300275.0,720.0,18300275.0,Census Village,Berajal,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Berajal - (300275),300275,53.0,18.0,24.0,11.0,0.0,241.0,482000,371.0,742000
6961,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321817.0,Khagkandi,18.0,317.0,2102.0,300286.0,ASSAM,Karimganj,Badarpur,Khagkandi,300286.0,516.0,18300286.0,Census Village,Khagkandi,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Khagkandi - (300286),300286,21.0,21.0,0.0,0.0,0.0,160.0,320000,160.0,320000
6962,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321866.0,Baniagool,18.0,317.0,2102.0,300331.0,ASSAM,Karimganj,Badarpur,Baniargool,300331.0,4495.0,18300331.0,Census Village,Baniargool,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Baniargool - (300331),300331,122.0,108.0,14.0,0.0,0.0,811.0,1622000,854.0,1708000
6963,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,321880.0,Suprakandi,18.0,317.0,2102.0,299994.0,ASSAM,Karimganj,Badarpur,Suprakandi,299994.0,1078.0,18299994.0,Census Village,Suprakandi,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Suprakandi - (299994),299994,55.0,48.0,7.0,0.0,0.0,384.0,768000,405.0,810000
6964,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322032.0,Kartikdas,18.0,317.0,2102.0,300288.0,ASSAM,Karimganj,Badarpur,Kartikdas,300288.0,1247.0,18300288.0,Census Village,Kartikdas,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Kartikdas - (300288),300288,5.0,2.0,3.0,0.0,0.0,20.0,40000,29.0,58000
6965,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322077.0,Kuchilargul,18.0,317.0,2102.0,300189.0,ASSAM,Karimganj,Badarpur,Kuchilargool,300189.0,554.0,18300189.0,Census Village,Kuchilargool,ASSAM,18,KARIMGANJ,293,Badarpur,2102,Kuchilargool - (300189),300189,43.0,28.0,15.0,0.0,0.0,257.0,514000,302.0,604000
6966,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322119.0,Routhgram,18.0,317.0,2102.0,300291.0,ASSAM,Karimganj,Badarpur,Rauthgram Pt II,300291.0,3653.0,18300291.0,Census Village,Rauthgram Pt II,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Rauthgram Pt II - (300291),300291,163.0,154.0,9.0,0.0,0.0,1128.0,2256000,1159.0,2318000
6967,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322620.0,Lokdas,18.0,317.0,2102.0,300282.0,ASSAM,Karimganj,Badarpur,Lokdas,300282.0,879.0,18300282.0,Census Village,Lokdas,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Lokdas - (300282),300282,17.0,17.0,0.0,0.0,0.0,132.0,264000,132.0,264000
6968,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322631.0,Bagbari,18.0,317.0,2102.0,300300.0,ASSAM,Karimganj,Badarpur,Bagbari,300300.0,1011.0,18300300.0,Census Village,Bagbari,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Bagbari - (300300),300300,637.0,542.0,95.0,0.0,0.0,4197.0,8394000,4483.0,8966000
6969,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,322676.0,Medha,18.0,317.0,2100.0,300248.0,ASSAM,Karimganj,Lakhipur,Meda Pt I,300248.0,804.0,18300248.0,Census Village,Meda Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Meda Pt I - (300248),300248,65.0,57.0,8.0,0.0,0.0,435.0,870000,456.0,912000
6970,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323001.0,Routhgram,18.0,317.0,2102.0,300290.0,ASSAM,Karimganj,Badarpur,Rauthgram Pt I,300290.0,1005.0,18300290.0,Census Village,Rauthgram Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Rauthgram Pt I - (300290),300290,41.0,37.0,4.0,0.0,0.0,306.0,612000,318.0,636000
6971,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323022.0,Shrimanta Kanisail (A),18.0,317.0,2102.0,300297.0,ASSAM,Karimganj,Badarpur,Srimanthakanishail,300297.0,3326.0,18300297.0,Census Village,Srimanthakanishail,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Srimanthakanishail - (300297),300297,70.0,70.0,0.0,0.0,0.0,560.0,1120000,560.0,1120000
6972,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323115.0,Ratanpur (A) I,18.0,317.0,2102.0,300284.0,ASSAM,Karimganj,Badarpur,Ratanpur Pt I,300284.0,1136.0,18300284.0,Census Village,Ratanpur Pt I,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Ratanpur Pt I - (300284),300284,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6973,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323162.0,Baleswar,18.0,317.0,2100.0,300283.0,ASSAM,Karimganj,Lakhipur,Baleswar,300283.0,4359.0,18300283.0,Census Village,Baleswar,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Baleswar - (300283),300283,122.0,103.0,19.0,0.0,0.0,919.0,1838000,976.0,1952000
6974,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323298.0,Krishnanagar,18.0,317.0,2100.0,300095.0,ASSAM,Karimganj,Lakhipur,Krishnanagar Pt I,300095.0,584.0,18300095.0,Census Village,Krishnanagar Pt I,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Krishnanagar Pt I - (300095),300095,132.0,108.0,24.0,0.0,0.0,880.0,1760000,952.0,1904000
6975,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323380.0,Ratanpur (B) Ii,18.0,317.0,2102.0,300285.0,ASSAM,Karimganj,Badarpur,Ratanpur Pt II,300285.0,2395.0,18300285.0,Census Village,Ratanpur Pt II,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Ratanpur Pt II - (300285),300285,2.0,1.0,1.0,0.0,0.0,11.0,22000,14.0,28000
6976,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,323467.0,Kunapara,18.0,317.0,2102.0,300145.0,ASSAM,Karimganj,Badarpur,Kunapara,300145.0,622.0,18300145.0,Census Village,Kunapara,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Kunapara - (300145),300145,1.0,0.0,1.0,0.0,0.0,1.0,2000,4.0,8000
6977,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,324113.0,Surjadas,18.0,317.0,2102.0,300146.0,ASSAM,Karimganj,Badarpur,Surjyadas,300146.0,1551.0,18300146.0,Census Village,Surjyadas,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Surjyadas - (300146),300146,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6978,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,324425.0,Dayabasana,18.0,317.0,2100.0,300126.0,ASSAM,Karimganj,Lakhipur,Dayabasana,300126.0,1041.0,18300126.0,Census Village,Dayabasana,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Dayabasana - (300126),300126,177.0,175.0,2.0,0.0,0.0,1247.0,2494000,1251.0,2502000
6979,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,324544.0,Dewakuri,18.0,317.0,2100.0,300141.0,ASSAM,Karimganj,Lakhipur,Dewakuri,300141.0,1307.0,18300141.0,Census Village,Dewakuri,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Dewakuri - (300141),300141,128.0,101.0,27.0,0.0,0.0,803.0,1606000,884.0,1768000
6980,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,324864.0,Kamargram,18.0,317.0,2100.0,300323.0,ASSAM,Karimganj,Lakhipur,Kamargram,300323.0,1642.0,18300323.0,Census Village,Kamargram,ASSAM,18,KARIMGANJ,293,Nilambazar,2103,Kamargram - (300323),300323,19.0,18.0,1.0,0.0,0.0,149.0,298000,152.0,304000
6981,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,324922.0,Baghan,18.0,317.0,2100.0,300105.0,ASSAM,Karimganj,Lakhipur,Bagan,300105.0,2002.0,18300105.0,Census Village,Bagan,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Bagan - (300105),300105,202.0,152.0,47.0,3.0,0.0,1273.0,2546000,1434.0,2868000
6982,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,325109.0,Medamail,18.0,317.0,2100.0,300124.0,ASSAM,Karimganj,Lakhipur,Medamail,300124.0,300.0,18300124.0,Census Village,Medamail,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Medamail - (300124),300124,48.0,47.0,1.0,0.0,0.0,335.0,670000,338.0,676000
6983,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,325418.0,Jatkapan,18.0,317.0,2100.0,300138.0,ASSAM,Karimganj,Lakhipur,Jatkapan,300138.0,1324.0,18300138.0,Census Village,Jatkapan,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Jatkapan - (300138),300138,28.0,28.0,0.0,0.0,0.0,196.0,392000,196.0,392000
6984,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,325698.0,Nathupur,18.0,317.0,2100.0,300135.0,ASSAM,Karimganj,Lakhipur,Nathupur Pt II,300135.0,581.0,18300135.0,Census Village,Nathupur Pt II,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Nathupur Pt II - (300135),300135,1.0,1.0,0.0,0.0,0.0,7.0,14000,7.0,14000
6985,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326173.0,Lamajuar,18.0,317.0,2100.0,300139.0,ASSAM,Karimganj,Lakhipur,Lamajuar,300139.0,1555.0,18300139.0,Census Village,Lamajuar,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Lamajuar - (300139),300139,25.0,23.0,2.0,0.0,0.0,163.0,326000,169.0,338000
6986,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326512.0,Kamalpur,18.0,317.0,2100.0,300133.0,ASSAM,Karimganj,Lakhipur,Kamalpur,300133.0,1423.0,18300133.0,Census Village,Kamalpur,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Kamalpur - (300133),300133,96.0,69.0,27.0,0.0,0.0,621.0,1242000,703.0,1406000
6987,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326578.0,Kamisail,18.0,317.0,2100.0,300148.0,ASSAM,Karimganj,Lakhipur,Kanisail Pt I (CT),300148.0,7358.0,18300148.0,Census Village,Kanisail Pt I (CT),ASSAM,18,KARIMGANJ,293,Karimganj,2101,Kanisail Pt I (CT) - (300148),300148,542.0,400.0,141.0,1.0,0.0,3476.0,6952000,3909.0,7818000
6988,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326868.0,Bhatgram,18.0,317.0,2100.0,300076.0,ASSAM,Karimganj,Lakhipur,Bhatgram,300076.0,891.0,18300076.0,Census Village,Bhatgram,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Bhatgram - (300076),300076,2.0,2.0,0.0,0.0,0.0,15.0,30000,15.0,30000
6989,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326936.0,Inathpur,18.0,317.0,2100.0,300085.0,ASSAM,Karimganj,Lakhipur,Inathpur,300085.0,3665.0,18300085.0,Census Village,Inathpur,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Inathpur - (300085),300085,112.0,76.0,36.0,0.0,0.0,780.0,1560000,888.0,1776000
6990,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,326973.0,Umapati,18.0,317.0,2100.0,300084.0,ASSAM,Karimganj,Lakhipur,Umapati,300084.0,1430.0,18300084.0,Census Village,Umapati,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Umapati - (300084),300084,20.0,18.0,2.0,0.0,0.0,154.0,308000,160.0,320000
6991,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,327321.0,Ambarkhana,18.0,317.0,2100.0,300089.0,ASSAM,Karimganj,Lakhipur,Ambarkhana,300089.0,1204.0,18300089.0,Census Village,Ambarkhana,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Ambarkhana - (300089),300089,76.0,67.0,9.0,0.0,0.0,512.0,1024000,539.0,1078000
6992,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,327491.0,Dharakuna,18.0,317.0,2100.0,300065.0,ASSAM,Karimganj,Lakhipur,Dharakuna,300065.0,846.0,18300065.0,Census Village,Dharakuna,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Dharakuna - (300065),300065,43.0,41.0,2.0,0.0,0.0,312.0,624000,316.0,632000
6993,Assam,Karimganj,18,317,162,South Karimganj,2633,2718,293,18,298855108.6,127031.2688,327536.0,Jabainpur,18.0,317.0,2100.0,300118.0,ASSAM,Karimganj,Lakhipur,Jabainpur Pt I,300118.0,614.0,18300118.0,Census Village,Jabainpur Pt I,ASSAM,18,KARIMGANJ,293,Karimganj,2101,Jabainpur Pt I - (300118),300118,32.0,30.0,2.0,0.0,0.0,228.0,456000,234.0,468000
6994,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,425533.0,Bhakua Mari,18.0,300.0,2003.0,280134.0,ASSAM,Kokrajhar,Dotoma,Bhakuamari,280134.0,697.0,18280134.0,Census Village,Bhakuamari,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Bhakuamari - (280134),280134,11.0,0.0,11.0,0.0,0.0,47.0,94000,80.0,160000
6995,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,426569.0,Guabari,18.0,300.0,2003.0,280170.0,ASSAM,Kokrajhar,Dotoma,Guabari,280170.0,692.0,18280170.0,Census Village,Guabari,ASSAM,18,KOKRAJHAR,294,Kokrajhar,6403,Guabari - (280170),280170,83.0,50.0,33.0,0.0,0.0,487.0,974000,586.0,1172000
6996,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,426650.0,Bahadur Para,18.0,300.0,2003.0,280135.0,ASSAM,Kokrajhar,Dotoma,Bahadurpara,280135.0,1238.0,18280135.0,Census Village,Bahadurpara,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Bahadurpara - (280135),280135,71.0,52.0,19.0,0.0,0.0,504.0,1008000,563.0,1126000
6997,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,426741.0,Tat Para,18.0,300.0,2003.0,280140.0,ASSAM,Kokrajhar,Dotoma,Tapapara,280140.0,697.0,18280140.0,Census Village,Tapapara,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Tapapara - (280140),280140,25.0,21.0,4.0,0.0,0.0,184.0,368000,198.0,396000
6998,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,426824.0,Tak Tara,18.0,300.0,2003.0,280078.0,ASSAM,Kokrajhar,Dotoma,Taktara,280078.0,304.0,18280078.0,Census Village,Taktara,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Taktara - (280078),280078,48.0,45.0,3.0,0.0,0.0,362.0,724000,371.0,742000
6999,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,426874.0,Dhoper Tol,18.0,300.0,2003.0,280146.0,ASSAM,Kokrajhar,Dotoma,Dhopertol,280146.0,1804.0,18280146.0,Census Village,Dhopertol,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Dhopertol - (280146),280146,20.0,12.0,8.0,0.0,0.0,130.0,260000,154.0,308000
7000,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427055.0,Kharidachandia Pt. 2,18.0,300.0,2003.0,280138.0,ASSAM,Kokrajhar,Dotoma,Khoridasandala Pt.-II,280138.0,529.0,18280138.0,Census Village,Khoridasandala Pt.-II,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Khoridasandala Pt.-II - (280138),280138,2.0,0.0,2.0,0.0,0.0,9.0,18000,15.0,30000
7001,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427483.0,Din Gaon,18.0,300.0,2003.0,280153.0,ASSAM,Kokrajhar,Dotoma,Dingram,280153.0,825.0,18280153.0,Census Village,Dingram,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Dingram - (280153),280153,27.0,20.0,7.0,0.0,0.0,179.0,358000,199.0,398000
7002,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427683.0,Pacha Garh,18.0,300.0,2003.0,280148.0,ASSAM,Kokrajhar,Dotoma,Pachagarh,280148.0,2887.0,18280148.0,Census Village,Pachagarh,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Pachagarh - (280148),280148,73.0,26.0,47.0,0.0,0.0,419.0,838000,560.0,1120000
7003,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427744.0,Rabha Para,18.0,300.0,2003.0,280179.0,ASSAM,Kokrajhar,Dotoma,Rabhapara,280179.0,604.0,18280179.0,Census Village,Rabhapara,ASSAM,18,KOKRAJHAR,294,Kokrajhar,6403,Rabhapara - (280179),280179,486.0,421.0,63.0,2.0,0.0,3218.0,6436000,3405.0,6810000
7004,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427846.0,Hatachara,18.0,300.0,2003.0,280128.0,ASSAM,Kokrajhar,Dotoma,Hatichara,280128.0,336.0,18280128.0,Census Village,Hatichara,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Hatichara - (280128),280128,19.0,11.0,8.0,0.0,0.0,121.0,242000,147.0,294000
7005,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427851.0,Kharidachandia Pt. 1,18.0,300.0,2003.0,280137.0,ASSAM,Kokrajhar,Dotoma,Khoridasandala Pt.-I,280137.0,316.0,18280137.0,Census Village,Khoridasandala Pt.-I,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Khoridasandala Pt.-I - (280137),280137,66.0,5.0,61.0,0.0,0.0,329.0,658000,513.0,1026000
7006,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427866.0,Fakira Gram,18.0,300.0,2003.0,280149.0,ASSAM,Kokrajhar,Dotoma,Fakiragram,280149.0,1601.0,18280149.0,Census Village,Fakiragram,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Fakiragram - (280149),280149,187.0,14.0,173.0,0.0,0.0,929.0,1858000,1452.0,2904000
7007,Assam,Kokrajhar,18,300,4,Dotoma,2634,2719,294,18,380960448.9,138663.3918,427906.0,Pakeritol,18.0,300.0,2003.0,280142.0,ASSAM,Kokrajhar,Dotoma,Pakhiriotol,280142.0,1438.0,18280142.0,Census Village,Pakhiriotol,ASSAM,18,KOKRAJHAR,294,Dotoma,2003,Pakhiriotol - (280142),280142,138.0,66.0,72.0,0.0,0.0,831.0,1662000,1047.0,2094000
